Start	End	GC
699601	699800	56
699801	700000	54
700001	700200	50
700201	700400	46
700401	700600	48
700601	700800	50
700801	701000	51
701001	701200	57
701201	701400	53
701401	701600	52
701601	701800	61
701801	702000	55
702001	702200	57
702201	702400	56
702401	702600	52
702601	702800	54
702801	703000	54
703001	703200	54
703201	703400	54
703401	703600	52
703601	703800	53
703801	704000	54
704001	704200	56
704201	704400	58
704401	704600	57
704601	704800	56
704801	705000	43
705001	705200	58
705201	705400	58
705401	705600	54
705601	705800	35
705801	706000	49
706001	706200	59
706201	706400	55
706401	706600	54
706601	706800	54
706801	707000	56
707001	707200	55
707201	707400	55
707401	707600	42
707601	707800	49
707801	708000	54
708001	708200	56
708201	708400	55
708401	708600	59
708601	708800	53
708801	709000	49
709001	709200	54
709201	709400	61
709401	709600	63
709601	709800	56
709801	710000	56
710001	710200	60
710201	710400	64
710401	710600	44
710601	710800	55
710801	711000	52
711001	711200	51
711201	711400	53
711401	711600	52
711601	711800	49
711801	712000	56
712001	712200	51
712201	712400	59
712401	712600	49
712601	712800	49
712801	713000	53
713001	713200	56
713201	713400	52
713401	713600	58
713601	713800	53
713801	714000	53
714001	714200	55
714201	714400	55
714401	714600	54
714601	714800	50
714801	715000	54
715001	715200	56
715201	715400	52
715401	715600	50
715601	715800	51
715801	716000	45
716001	716200	44
716201	716400	50
716401	716600	61
716601	716800	56
716801	717000	55
717001	717200	58
717201	717400	56
717401	717600	57
717601	717800	55
717801	718000	57
718001	718200	54
718201	718400	54
718401	718600	55
718601	718800	54
718801	719000	57
719001	719200	58
719201	719400	53
719401	719600	46
719601	719800	48
719801	720000	56
720001	720200	52
720201	720400	55
720401	720600	56
720601	720800	54
720801	721000	49
721001	721200	51
721201	721400	52
721401	721600	53
721601	721800	51
721801	722000	48
722001	722200	51
722201	722400	54
722401	722600	43
722601	722800	47
722801	723000	54
723001	723200	58
723201	723400	61
723401	723600	50
723601	723800	55
723801	724000	47
724001	724200	51
724201	724400	48
724401	724600	44
724601	724800	52
724801	725000	51
725001	725200	53
725201	725400	52
725401	725600	53
725601	725800	53
725801	726000	58
726001	726200	54
726201	726400	53
726401	726600	59
726601	726800	57
726801	727000	51
727001	727200	53
727201	727400	55
727401	727600	55
727601	727800	45
727801	728000	51
728001	728200	55
728201	728400	47
728401	728600	53
728601	728800	51
728801	729000	47
729001	729200	60
729201	729400	56
729401	729600	54
729601	729800	50
729801	730000	52
730001	730200	46
730201	730400	53
730401	730600	48
730601	730800	52
730801	731000	49
731001	731200	45
731201	731400	53
731401	731600	56
731601	731800	59
731801	732000	51
732001	732200	61
732201	732400	53
732401	732600	54
732601	732800	52
732801	733000	55
733001	733200	53
733201	733400	53
733401	733600	52
733601	733800	51
