KIS_ID,Chromosome,Start_position,End_position,UMAG_ID,Description,Gene_type,Prot_ID,ProteinNames,GeneNames,ProteinLength,Gene_Ontology_biological_process,,,,,,,,,
KIS66538,USMA_521_v2_18,284578,285849,UMAG_05531,hypothetical protein,Hypothetical,12678,Phosphoserine transaminase (EC 2.6.1.52),UMAG_05531,423,L-serine biosynthetic process [GO:0006564]; purine nucleobase biosynthetic process [GO:0009113],,,,,,,,,
KIS66539,USMA_521_v2_18,286261,287208,UMAG_12306,hypothetical protein,Hypothetical,12679,Mediator of RNA polymerase II transcription subunit 7 (Mediator complex subunit 7),MED7,UMAG_12306,315,regulation of transcription by RNA polymerase II [GO:0006357],,,,,,,,
KIS66540,USMA_521_v2_18,288196,292926,UMAG_05533,hypothetical protein,Hypothetical,12680,Related to EDE1 protein involved in endocytosis,UMAG_05533,1576,endocytosis [GO:0006897]; endosomal transport [GO:0016197],,,,,,,,,
KIS66541,USMA_521_v2_18,292971,293832,UMAG_10355,hypothetical protein,Hypothetical,12681,Proteasome assembly chaperone 2,UMAG_10355,262,proteasome assembly [GO:0043248],,,,,,,,,
KIS66542,USMA_521_v2_18,294285,295166,UMAG_10356,putative proteasome core particle subunit beta 2,Putative,12682,Proteasome endopeptidase complex (EC 3.4.25.1),UMAG_10356,293,proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161],,,,,,,,,
KIS66543,USMA_521_v2_18,295452,296729,UMAG_10357,putative branched-chain-amino-acid transaminase,Putative,12683,Branched-chain-amino-acid aminotransferase (EC 2.6.1.42),UMAG_10357,425,leucine biosynthetic process [GO:0009098]; valine biosynthetic process [GO:0009099],,,,,,,,,
KIS66544,USMA_521_v2_18,296982,297422,UMAG_10358,hypothetical protein,Hypothetical,12684,Secreted protein,UMAG_10358,146,,,,,,,,,,
KIS66545,USMA_521_v2_18,297644,298045,UMAG_10359,putative DNA-directed RNA polymerase II polypeptide,Putative,12685,DNA-directed RNA polymerase subunit,UMAG_10359,133,maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II [GO:0001193]; mRNA cleavage [GO:0006379]; transcription initiation at RNA polymerase II promoter [GO:0006367]; transcription-coupled nucleotide-excision repair [GO:0006283],,,,,,,,,
KIS66546,USMA_521_v2_18,298431,301166,UMAG_05537,hypothetical protein,Hypothetical,12686,DH domain-containing protein,UMAG_05537,911,,,,,,,,,,
KIS66547,USMA_521_v2_18,302437,304152,UMAG_05538,hypothetical protein,Hypothetical,12687,Cofac_haem_bdg domain-containing protein,UMAG_05538,571,,,,,,,,,,
KIS66548,USMA_521_v2_18,304337,305203,UMAG_05539,hypothetical protein,Hypothetical,12688,Expansin-like EG45 domain-containing protein,UMAG_05539,288,,,,,,,,,,
KIS66549,USMA_521_v2_18,307043,313399,UMAG_05540,hypothetical protein,Hypothetical,12689,Not1-domain-containing protein,UMAG_05540,2118,nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288],,,,,,,,
KIS66550,USMA_521_v2_18,314694,316571,UMAG_05541,hypothetical protein,Hypothetical,12690,WW domain-containing protein,UMAG_05541,625,,,,,,,,,,
KIS66551,USMA_521_v2_18,316741,319593,UMAG_05542,hypothetical protein,Hypothetical,12691,PHD-type domain-containing protein,UMAG_05542,950,transcription by RNA polymerase III [GO:0006383],,,,,,,,,
KIS66551,USMA_521_v2_18,316741,319593,UMAG_05542,hypothetical protein,Hypothetical,13427,PHD-type domain-containing protein,UMAG_05542,950,transcription by RNA polymerase III [GO:0006383],,,,,,,,,
KIS66552,USMA_521_v2_18,323804,326323,UMAG_05543,Ste20-like kinase Don3,Annotated,12692,Ste20-like kinase Don3,UMAG_05543,839,protein phosphorylation [GO:0006468],,,,,,,,,
KIS66553,USMA_521_v2_18,326619,327713,UMAG_05544,putative calmodulin-dependent protein kinase type 1,Putative,12693,Putative calmodulin-dependent protein kinase type 1,UMAG_05544,364,cellular response to oxidative stress [GO:0034599]; protein phosphorylation [GO:0006468],,,,,,,,,
KIS66554,USMA_521_v2_18,328759,331155,UMAG_05545,hypothetical protein,Hypothetical,12694,Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.360) (Histone H3-K79 methyltransferase) (H3-K79-HMTase),DOT1,UMAG_05545,798,chromatin organization [GO:0006325]; DNA damage checkpoint signaling [GO:0000077]; DNA repair [GO:0006281]; histone H3-K79 methylation [GO:0034729]; regulation of transcription regulatory region DNA binding [GO:2000677],,,,,,,
KIS66555,USMA_521_v2_18,331491,332651,UMAG_05546,hypothetical protein,Hypothetical,12695,Mitochondrial carrier protein,UMAG_05546,386,,,,,,,,,,
KIS66556,USMA_521_v2_18,333593,335494,UMAG_05547,hypothetical protein,Hypothetical,12696,Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase (EC 2.4.1.256) (Alpha-1,2-glucosyltransferase ALG10-A) (Alpha-2-glucosyltransferase ALG10) (Asparagine-linked glycosylation protein 10) (Dolichyl-phosphoglucose-dependent glucosyltransferase ALG10),ALG10,UMAG_05547,633,dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; protein N-linked glycosylation [GO:0006487],,,,,,
KIS66557,USMA_521_v2_18,336886,339189,UMAG_05548,hypothetical protein,Hypothetical,12697,L-ascorbate oxidase,UMAG_05548,767,,,,,,,,,,
KIS66558,USMA_521_v2_18,339652,341343,UMAG_05549,putative myo-inositol 1-phosphate synthase (MIPS),Putative,12698,Inositol-3-phosphate synthase (EC 5.5.1.4),UMAG_05549,563,inositol biosynthetic process [GO:0006021]; phospholipid biosynthetic process [GO:0008654],,,,,,,,,
KIS66559,USMA_521_v2_18,345099,346619,UMAG_05550,hypothetical protein,Hypothetical,12699,Cellulase domain-containing protein,UMAG_05550,506,cellular glucan metabolic process [GO:0006073]; glucan catabolic process [GO:0009251],,,,,,,,,
KIS66560,USMA_521_v2_18,346918,349710,UMAG_11790,hypothetical protein,Hypothetical,12700,Related to Hook protein,UMAG_11790,930,cytoplasmic microtubule organization [GO:0031122]; cytoskeleton-dependent intracellular transport [GO:0030705],,,,,,,,,
KIS66561,USMA_521_v2_18,350659,352746,UMAG_05552,hypothetical protein,Hypothetical,12701,SH3 domain-containing protein,UMAG_05552,695,,,,,,,,,,
KIS66562,USMA_521_v2_18,353185,354207,UMAG_11791,hypothetical protein,Hypothetical,12702,Trafficking protein particle complex subunit,UMAG_11791,340,endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888],,,,,,,,,
KIS66563,USMA_521_v2_18,354415,355425,UMAG_11792,hypothetical protein,Hypothetical,12703,tRNA N(3)-methylcytidine methyltransferase (EC 2.1.1.-),UMAG_11792,336,RNA methylation [GO:0001510],,,,,,,,,
KIS66564,USMA_521_v2_18,355965,356684,UMAG_11793,putative ADP-ribosylation factor,Putative,12704,Putative ADP-ribosylation factor,UMAG_11793,181,intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],,,,,,,,,
KIS66565,USMA_521_v2_18,357094,358551,UMAG_05554,hypothetical protein,Hypothetical,12705,GPI mannosyltransferase 2 (EC 2.4.1.-),UMAG_05554,485,GPI anchor biosynthetic process [GO:0006506],,,,,,,,,
KIS66566,USMA_521_v2_18,359436,360008,UMAG_05555,hypothetical protein,Hypothetical,10798,Uncharacterized protein,UMAG_05555,190,,,,,,,,,,
KIS66566,USMA_521_v2_18,359436,360008,UMAG_05555,hypothetical protein,Hypothetical,12706,Uncharacterized protein,UMAG_05555,190,,,,,,,,,,
KIS66567,USMA_521_v2_18,360440,362115,UMAG_11794,hypothetical protein,Hypothetical,12707,Protein sum2,UMAG_11794,466,P-body assembly [GO:0033962]; stress granule assembly [GO:0034063],,,,,,,,,
KIS66568,USMA_521_v2_18,363109,366039,UMAG_05557,hypothetical protein,Hypothetical,12708,Rsc complex protein,UMAG_05557,976,chromatin remodeling [GO:0006338]; transcription by RNA polymerase II [GO:0006366],,,,,,,,,
KIS66569,USMA_521_v2_18,368432,371821,UMAG_05558,hypothetical protein,Hypothetical,12709,Lon protease homolog (EC 3.4.21.-),UMAG_05558,1129,protein catabolic process [GO:0030163]; protein processing [GO:0016485]; protein targeting to peroxisome [GO:0006625],,,,,,,,,
KIS66570,USMA_521_v2_18,374357,375676,UMAG_05559,putative translation initiation factor eIF5,Putative,12710,Putative translation initiation factor eIF5,UMAG_05559,439,formation of cytoplasmic translation initiation complex [GO:0001732]; formation of translation preinitiation complex [GO:0001731],,,,,,,,,
KIS66571,USMA_521_v2_18,376027,378606,UMAG_05560,hypothetical protein,Hypothetical,12711,Uncharacterized protein,UMAG_05560,859,,,,,,,,,,
KIS66572,USMA_521_v2_18,380447,381180,UMAG_11795,hypothetical protein,Hypothetical,12712,Related to glutathione s-transferase 3,UMAG_11795,182,,,,,,,,,,
KIS66573,USMA_521_v2_18,382061,383133,UMAG_05562,hypothetical protein,Hypothetical,12713,Ferritin ribonucleotide reductase-like protein,UMAG_05562,303,,,,,,,,,,
KIS66574,USMA_521_v2_18,386584,389052,UMAG_05563,hypothetical protein,Hypothetical,12714,CULLIN_2 domain-containing protein,UMAG_05563,822,cellular response to DNA damage stimulus [GO:0006974]; protein ubiquitination [GO:0016567]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146],,,,,,,,,
KIS66575,USMA_521_v2_18,390150,401348,UMAG_05564,hypothetical protein,Hypothetical,12715,HECT-type E3 ubiquitin transferase (EC 2.3.2.26),UMAG_05564,3702,proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567],,,,,,,,,
KIS66576,USMA_521_v2_18,403835,405406,UMAG_10895,hypothetical protein,Hypothetical,12716,PPM-type phosphatase domain-containing protein,UMAG_10895,523,cAMP catabolic process [GO:0006198]; cGMP catabolic process [GO:0046069]; negative regulation of glucose mediated signaling pathway [GO:1902660],,,,,,,,,
KIS66577,USMA_521_v2_18,405797,408210,UMAG_10896,putative oligopeptide transporter,Putative,12717,Oligopeptide transporter 5,opt5,UMAG_10896,803,protein transport [GO:0015031],,,,,,,,
KIS66578,USMA_521_v2_18,410443,416553,UMAG_12307,hypothetical protein,Hypothetical,12718,DH domain-containing protein,UMAG_12307,2036,protein dephosphorylation [GO:0006470],,,,,,,,,
KIS66579,USMA_521_v2_18,418436,418792,UMAG_05567,putative ubiquitin-like protein ATG8,Putative,12719,Autophagy-related protein 8 (Autophagy-related ubiquitin-like modifier atg8),ATG8,UMAG_05567,118,cellular response to nitrogen starvation [GO:0006995]; macroautophagy [GO:0016236]; protein transport [GO:0015031],,,,,,,,
KIS66580,USMA_521_v2_18,420205,423303,UMAG_05568,putative general chromatin factor,Putative,12720,FACT complex subunit SPT16 (Facilitates chromatin transcription complex subunit SPT16),SPT16,UMAG_05568,1032,DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA replication-independent chromatin organization [GO:0034724]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; transcription elongation by RNA polymerase II promoter [GO:0006368],,,,,,,,
KIS66581,USMA_521_v2_18,423522,424130,UMAG_05569,hypothetical protein,Hypothetical,12721,DNA_binding_1 domain-containing protein,UMAG_05569,170,DNA repair [GO:0006281],,,,,,,,,
KIS66582,USMA_521_v2_18,424570,425484,UMAG_05570,hypothetical protein,Hypothetical,12722,TPT domain-containing protein,UMAG_05570,304,,,,,,,,,,
KIS66583,USMA_521_v2_18,425731,426810,UMAG_05571,hypothetical protein,Hypothetical,12723,AB hydrolase-1 domain-containing protein,UMAG_05571,359,,,,,,,,,,
KIS66584,USMA_521_v2_18,427572,428945,UMAG_05572,hypothetical protein,Hypothetical,12724,AAA domain-containing protein,UMAG_05572,457,meiotic recombination checkpoint signaling [GO:0051598]; reciprocal meiotic recombination [GO:0007131],,,,,,,,,
KIS66585,USMA_521_v2_18,431773,432300,UMAG_05573,hypothetical protein,Hypothetical,12725,Secreted protein,UMAG_05573,175,,,,,,,,,,
KIS66586,USMA_521_v2_18,436832,439000,UMAG_05574,hypothetical protein,Hypothetical,12726,Cyclin,UMAG_05574,722,regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079],,,,,,,,,
KIS66587,USMA_521_v2_18,439303,441090,UMAG_05575,hypothetical protein,Hypothetical,12727,WD_REPEATS_REGION domain-containing protein,UMAG_05575,595,,,,,,,,,,
KIS66588,USMA_521_v2_18,445484,449176,UMAG_05577,hypothetical protein,Hypothetical,12728,PHD-type domain-containing protein,UMAG_05577,1230,histone catabolic process [GO:0036205]; histone ubiquitination [GO:0016574]; regulation of transcription from RNA polymerase II promoter in response to oxidative stress [GO:0043619],,,,,,,,,
KIS66589,USMA_521_v2_18,449650,451115,UMAG_11176,hypothetical protein,Hypothetical,12729,BZIP domain-containing protein,UMAG_11176,453,positive regulation of transcription from RNA polymerase II promoter in response to stress [GO:0036003],,,,,,,,,
KIS66590,USMA_521_v2_18,452793,455192,UMAG_05579,hypothetical protein,Hypothetical,12730,B30.2/SPRY domain-containing protein,UMAG_05579,799,proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328],,,,,,,,,
KIS66591,USMA_521_v2_18,455587,456135,UMAG_05580,putative ADP-ribosylation factor 6,Putative,12731,Putative ADP-ribosylation factor 6,UMAG_05580,182,intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],,,,,,,,,
KIS66592,USMA_521_v2_18,457565,459018,UMAG_05581,putative bifunctional cysteine synthase/O-acetylhomoserine aminocarboxypropyltransferase,Putative,12732,Putative bifunctional cysteine synthase/O-acetylhomoserine aminocarboxypropyltransferase,UMAG_05581,451,transsulfuration [GO:0019346],,,,,,,,,
KIS66593,USMA_521_v2_18,460354,461439,UMAG_11177,putative F-actin-capping protein subunit beta,Putative,12733,F-actin-capping protein subunit beta,UMAG_11177,322,actin cortical patch organization [GO:0044396]; actin fusion focus assembly [GO:1904600]; barbed-end actin filament capping [GO:0051016]; cell morphogenesis [GO:0000902]; filamentous growth [GO:0030447]; mitotic actomyosin contractile ring assembly [GO:1903475]; mitotic actomyosin contractile ring contraction [GO:1902404]; negative regulation of actin filament annealing [GO:0110055]; negative regulation of barbed-end actin filament capping [GO:2000813]; negative regulation of formin-nucleated actin cable assembly [GO:0090339]; positive regulation of Arp2/3 complex-mediated actin nucleation [GO:2000601],,,,,,,,,
KIS66594,USMA_521_v2_18,462118,463134,UMAG_05583,hypothetical protein,Hypothetical,12734,Secreted protein,UMAG_05583,338,,,,,,,,,,
KIS66595,USMA_521_v2_18,465222,467118,UMAG_05584,putative UTP glucose-1-phosphate uridylyltransferase,Putative,12735,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9),UMAG_05584,509,(1->6)-beta-D-glucan biosynthetic process [GO:0006078]; glycogen biosynthetic process [GO:0005978]; glycogen metabolic process [GO:0005977]; trehalose biosynthetic process [GO:0005992]; UDP-glucose metabolic process [GO:0006011],,,,,,,,,
KIS66596,USMA_521_v2_18,467421,468332,UMAG_11178,hypothetical protein,Hypothetical,12736,RRM domain-containing protein,UMAG_11178,257,,,,,,,,,,
KIS66597,USMA_521_v2_18,468962,469909,UMAG_05586,hypothetical protein,Hypothetical,12737,Related to hydroxyquinol-1,2-dioxygenase,UMAG_05586,315,catechol-containing compound metabolic process [GO:0009712],,,,,,,,
KIS66598,USMA_521_v2_18,471420,472304,UMAG_12308,hypothetical protein,Hypothetical,12738,Uncharacterized protein,UMAG_12308,294,,,,,,,,,,
KIS66599,USMA_521_v2_18,472394,473821,UMAG_05588,hypothetical protein,Hypothetical,12739,Related to folate transporter/carrier (Mitochondrial),UMAG_05588,475,folate import into mitochondrion [GO:1904947]; transmembrane transport [GO:0055085],,,,,,,,,
KIS66600,USMA_521_v2_18,474413,474862,UMAG_05589,hypothetical protein,Hypothetical,12740,Secreted protein,UMAG_05589,149,,,,,,,,,,
KIS66601,USMA_521_v2_18,475641,476588,UMAG_05590,hypothetical protein,Hypothetical,12741,NAD(P)-binding protein,UMAG_05590,315,,,,,,,,,,
KIS66602,USMA_521_v2_18,478789,481695,UMAG_05591,hypothetical protein,Hypothetical,12742,BRCT domain-containing protein,UMAG_05591,968,,,,,,,,,,
KIS66603,USMA_521_v2_18,482032,486792,UMAG_05592,hypothetical protein,Hypothetical,12743,VWFA domain-containing protein,UMAG_05592,1586,,,,,,,,,,
KIS66604,USMA_521_v2_18,488293,490668,UMAG_05593,hypothetical protein,Hypothetical,12744,NDT80 domain-containing protein,UMAG_05593,791,,,,,,,,,,
KIS66605,USMA_521_v2_18,497421,498032,UMAG_11179,hypothetical protein,Hypothetical,12745,Response regulatory domain-containing protein,UMAG_11179,203,phosphorelay signal transduction system [GO:0000160],,,,,,,,,
KIS66606,USMA_521_v2_18,498747,499376,UMAG_05595,putative VTC complex, subunit protein,Putative,12746,Putative VTC complex, subunit protein,UMAG_05595,122,regulation of establishment or maintenance of cell polarity regulating cell shape [GO:2000769],,,,,,,
KIS66607,USMA_521_v2_18,500575,501810,UMAG_05596,hypothetical protein,Hypothetical,12747,Mnn4-regulates the mannosylphosphorylation,UMAG_05596,411,,,,,,,,,,
KIS66608,USMA_521_v2_18,502814,503327,UMAG_11180,hypothetical protein,Hypothetical,12748,SURF1-like protein,UMAG_11180,85,,,,,,,,,,
KIS66609,USMA_521_v2_18,503828,506824,UMAG_05597,hypothetical protein,Hypothetical,12749,Pentatricopeptide repeat protein,UMAG_05597,998,,,,,,,,,,
KIS66610,USMA_521_v2_18,507456,508222,UMAG_05598,putative NADH dehydrogenase (ubiquinone) 22K chain precursor,Putative,12750,NADH-ubiquinone oxidoreductase,UMAG_05598,151,mitochondrial electron transport, NADH to ubiquinone [GO:0006120],,,,,,,,
KIS66611,USMA_521_v2_18,508527,509918,UMAG_11181,putative beta-isopropyl-malate dehydrogenase,Putative,12751,3-isopropylmalate dehydrogenase (EC 1.1.1.85),UMAG_11181,380,leucine biosynthetic process [GO:0009098],,,,,,,,,
KIS66612,USMA_521_v2_18,511001,512586,UMAG_05600,putative succinate semialdehyde dehydrogenase,Putative,12752,Putative succinate semialdehyde dehydrogenase,UMAG_05600,493,gamma-aminobutyric acid catabolic process [GO:0009450]; nitrogen compound metabolic process [GO:0006807],,,,,,,,,
KIS66613,USMA_521_v2_18,513803,516982,UMAG_05601,hypothetical protein,Hypothetical,12753,Zn(2)-C6 fungal-type domain-containing protein,UMAG_05601,1059,regulation of transcription by RNA polymerase II [GO:0006357],,,,,,,,,
KIS66614,USMA_521_v2_18,518606,520219,UMAG_05602,putative sugar transporter,Putative,12754,Putative sugar transporter,UMAG_05602,537,carbohydrate transport [GO:0008643],,,,,,,,,
KIS66615,USMA_521_v2_18,522314,523495,UMAG_05603,hypothetical protein,Hypothetical,12755,SGL domain-containing protein,UMAG_05603,393,,,,,,,,,,
KIS66616,USMA_521_v2_18,524664,525410,UMAG_05604,hypothetical protein,Hypothetical,12756,Ricin B-type lectin domain-containing protein,UMAG_05604,248,,,,,,,,,,
KIS66617,USMA_521_v2_18,525659,528889,UMAG_05605,hypothetical protein,Hypothetical,12757,Autophagy-related protein 13,UMAG_05605,1076,,,,,,,,,,
KIS66618,USMA_521_v2_18,529604,530234,UMAG_05606,putative 3-hydroxyanthranilate 3,4-dioxygenase,Putative,12758,3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD) (Biosynthesis of nicotinic acid protein 1),BNA1,UMAG_05606,181,'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; quinolinate biosynthetic process [GO:0019805]; quinolinate metabolic process [GO:0046874]; tryptophan catabolic process [GO:0006569],,,,,,
KIS66619,USMA_521_v2_18,530970,531599,UMAG_05607,putative class E vacuolar-protein sorting and endocytosis factor,Putative,12759,Putative class E vacuolar-protein sorting and endocytosis factor,UMAG_05607,209,endosome transport via multivesicular body sorting pathway [GO:0032509]; ESCRT III complex assembly [GO:1904902]; late endosome to vacuole transport [GO:0045324]; late endosome to vacuole transport via multivesicular body sorting pathway [GO:0032511]; protein targeting to vacuole [GO:0006623]; protein transport [GO:0015031],,,,,,,,,
KIS66620,USMA_521_v2_18,531785,532547,UMAG_05608,hypothetical protein,Hypothetical,12760,U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C),UMAG_05608,221,mRNA 5'-splice site recognition [GO:0000395]; spliceosomal snRNP assembly [GO:0000387],,,,,,,,,
KIS66621,USMA_521_v2_18,533184,535940,UMAG_05609,hypothetical protein,Hypothetical,12761,RIC1 domain-containing protein,UMAG_05609,918,autophagy of mitochondrion [GO:0000422]; autophagy of nucleus [GO:0044804]; protein lipidation [GO:0006497]; protein localization to phagophore assembly site [GO:0034497],,,,,,,,,
KIS66622,USMA_521_v2_18,536184,537689,UMAG_05610,putative succinate semialdehyde dehydrogenase,Putative,12762,Succinate-semialdehyde dehydrogenase (EC 1.2.1.16),UMAG_05610,501,gamma-aminobutyric acid catabolic process [GO:0009450]; nitrogen compound metabolic process [GO:0006807],,,,,,,,,
KIS66623,USMA_521_v2_18,539145,539807,UMAG_11182,hypothetical protein,Hypothetical,12763,NPL domain-containing protein,UMAG_11182,162,,,,,,,,,,
KIS66624,USMA_521_v2_18,540249,541798,UMAG_05612,hypothetical protein,Hypothetical,12764,Phosphatidate cytidylyltransferase, mitochondrial (EC 2.7.7.41) (CDP-diacylglycerol synthase),UMAG_05612,479,cardiolipin biosynthetic process [GO:0032049]; CDP-diacylglycerol biosynthetic process [GO:0016024],,,,,,,,
KIS66625,USMA_521_v2_18,543408,546899,UMAG_12309,hypothetical protein,Hypothetical,12765,Chromosome segregation protein SMC,UMAG_12309,1163,,,,,,,,,,
KIS66626,USMA_521_v2_18,547323,547979,UMAG_05614,hypothetical protein,Hypothetical,12766,N-acetyltransferase domain-containing protein,UMAG_05614,218,,,,,,,,,,
KIS66627,USMA_521_v2_18,548351,548983,UMAG_11183,hypothetical protein,Hypothetical,12767,Extracellular membrane protein, CFEM domain protein,UMAG_11183,179,,,,,,,,,
KIS66628,USMA_521_v2_18,550709,551695,UMAG_05617,hypothetical protein,Hypothetical,12768,Abhydrolase_3 domain-containing protein,UMAG_05617,328,,,,,,,,,,
KIS66629,USMA_521_v2_18,552283,553355,UMAG_12310,hypothetical protein,Hypothetical,12769,ORC4_C domain-containing protein,UMAG_12310,245,,,,,,,,,,
KIS66630,USMA_521_v2_18,556487,557641,UMAG_05619,hypothetical protein,Hypothetical,12770,Fatty acid hydroxylase domain-containing protein,UMAG_05619,384,ergosterol biosynthetic process [GO:0006696]; sterol biosynthetic process [GO:0016126],,,,,,,,,
KIS66055,USMA_521_v2_20,38,1537,UMAG_05798,hypothetical protein,Hypothetical,12971,SAT domain-containing protein,UMAG_05798,499,fatty acid biosynthetic process [GO:0006633]; secondary metabolite biosynthetic process [GO:0044550],,,,,,,,,
KIS66056,USMA_521_v2_20,2192,2820,UMAG_05799,hypothetical protein,Hypothetical,12972,Lectin_legB domain-containing protein,UMAG_05799,146,,,,,,,,,,
KIS66057,USMA_521_v2_20,4185,5678,UMAG_05800,putative zinc metallo-protease,Putative,12973,CAAX prenyl protease (EC 3.4.24.84),UMAG_05800,497,CAAX-box protein processing [GO:0071586]; ER-associated misfolded protein catabolic process [GO:0071712]; negative regulation of post-translational protein targeting to membrane, translocation [GO:0120236]; peptide mating pheromone maturation involved in positive regulation of conjugation with cellular fusion [GO:0071432],,,,,,,,
KIS66058,USMA_521_v2_20,5960,9694,UMAG_05801,hypothetical protein,Hypothetical,10672,Related to C2H2 zinc finger protein,UMAG_05801,1244,regulation of transcription by RNA polymerase II [GO:0006357],,,,,,,,,
KIS66058,USMA_521_v2_20,5960,9694,UMAG_05801,hypothetical protein,Hypothetical,12974,Related to C2H2 zinc finger protein,UMAG_05801,1244,regulation of transcription by RNA polymerase II [GO:0006357],,,,,,,,,
KIS66059,USMA_521_v2_20,12436,14582,UMAG_11184,hypothetical protein,Hypothetical,NA,Protein phosphatase (EC 3.1.3.16),UMAG_11184,714,,,,,,,,,,
KIS66060,USMA_521_v2_20,14843,16930,UMAG_05802,hypothetical protein,Hypothetical,12976,Multicopper oxidase,UMAG_05802,695,,,,,,,,,,
KIS66061,USMA_521_v2_20,18650,20220,UMAG_05803,hypothetical protein,Hypothetical,12977,Phosphoesterase family-domain-containing protein,UMAG_05803,478,phospholipid catabolic process [GO:0009395],,,,,,,,,
KIS66062,USMA_521_v2_20,20521,25446,UMAG_05804,Cys(2)His(2) zinc finger transcriptional activator,Annotated,12978,Cys(2)His(2) zinc finger transcriptional activator,UMAG_05804,1614,5S class rRNA transcription by RNA polymerase III [GO:0042791]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of gene expression [GO:0010468],,,,,,,,,
KIS66063,USMA_521_v2_20,26002,27283,UMAG_05805,hypothetical protein,Hypothetical,12979,Lactamase_B domain-containing protein,UMAG_05805,329,,,,,,,,,,
KIS66064,USMA_521_v2_20,28366,30894,UMAG_05806,putative translation elongation factor G,Putative,12980,Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1),MEF1,UMAG_05806,842,mitochondrial translational elongation [GO:0070125],,,,,,
KIS66065,USMA_521_v2_20,31238,33064,UMAG_05807,hypothetical protein,Hypothetical,12981,GH16 domain-containing protein,UMAG_05807,608,(1->6)-beta-D-glucan biosynthetic process [GO:0006078]; fungal-type cell wall organization [GO:0031505],,,,,,,,,
KIS66066,USMA_521_v2_20,35507,37204,UMAG_05809,hypothetical protein,Hypothetical,12982,GH16 domain-containing protein,UMAG_05809,565,(1->6)-beta-D-glucan biosynthetic process [GO:0006078]; fungal-type cell wall organization [GO:0031505],,,,,,,,,
KIS66067,USMA_521_v2_20,37580,38319,UMAG_11187,hypothetical protein,Hypothetical,12983,Protein ROT1 (Protein rot1),UMAG_11187,210,'de novo' protein folding [GO:0006458],,,,,,,,,
KIS66068,USMA_521_v2_20,39888,41612,UMAG_05811,hypothetical protein,Hypothetical,12984,GH16 domain-containing protein,UMAG_05811,574,(1->6)-beta-D-glucan biosynthetic process [GO:0006078]; fungal-type cell wall organization [GO:0031505],,,,,,,,,
KIS66069,USMA_521_v2_20,41973,43838,UMAG_05812,hypothetical protein,Hypothetical,12985,Related to monooxigenase,UMAG_05812,541,,,,,,,,,,
KIS66070,USMA_521_v2_20,45498,47009,UMAG_12316,hypothetical protein,Hypothetical,12986,Fibronectin type-III domain-containing protein,UMAG_12316,503,,,,,,,,,,
KIS66071,USMA_521_v2_20,48885,49703,UMAG_05814,hypothetical protein,Hypothetical,12987,NAD(P)-bd_dom domain-containing protein,UMAG_05814,272,,,,,,,,,,
KIS66072,USMA_521_v2_20,52403,52912,UMAG_11188,hypothetical protein,Hypothetical,12988,PEROXIDASE_4 domain-containing protein,UMAG_11188,169,,,,,,,,,,
KIS66073,USMA_521_v2_20,54041,55834,UMAG_11189,hypothetical protein,Hypothetical,12989,IQ calmodulin-binding motif protein,UMAG_11189,597,,,,,,,,,,
KIS66074,USMA_521_v2_20,56059,56625,UMAG_11190,hypothetical protein,Hypothetical,12990,Uncharacterized protein,UMAG_11190,188,,,,,,,,,,
KIS66075,USMA_521_v2_20,57585,59502,UMAG_11191,hypothetical protein,Hypothetical,12991,Acetyl-CoA synthetase-like protein,UMAG_11191,607,secondary metabolic process [GO:0019748],,,,,,,,,
